princess,dialogue,word_count
cinderella,"Hang on, we're coming! Oh, my heavens. Morning, noon and night.",11
cinderella,"Alright, hold on.",3
cinderella,Hang...on.,1
cinderella,In a moment.,3
cinderella,"Good morning, Drizella. Sleep well?",5
cinderella,"Yes, Drizella.  Good morning, Anastasia.",5
cinderella,"Yes, Anastasia.  A-a-ahem.",3
cinderella,"Good morning, Stepmother.",3
cinderella,"Yes, Stepmother.",2
cinderella,"All right, Lucifer. What have you done with him?  Oh, you're not fooling anybody.  We'll just see about this. C'mon! Let him go.  Now the other one. C'mon!  Oh... poor little Gus.  Oh, Lucifer, won't you ever learn?",38
cinderella,"Yes, Stepmother.",2
cinderella,"Oh, please, you don't think that I--",7
cinderella,But I was only trying to--,6
cinderella,But I just finished-----,4
cinderella,Hi-i-i-igh above.,2
cinderella,"Oh, sing sweet nightingale. Sing sweet nightingale, hi-i-i-i-igh. Oh, sing sweet nightingale, sing sweet nightingale. Oh, sing sweet nightingale, sing sweet. Oh, sing sweet nightingale, sing. Oh, sing sweet nightingale. Oh, sing sweet. Oh, siiiiing!",35
cinderella,"Oh! Oh, Lucifer!  You mean old fact!",7
cinderella,I'm just going to have to teach him a lesson!,10
cinderella,Thank you.,2
cinderella,"I don't know. He said it's urgent.  Perhaps I should interrupt the, uh...music lesson.",14
cinderella,But this just arrived from the palace.,7
cinderella,"Why, that means I can go as well!",8
cinderella,"Well, why not? After all, I'm yet a member of the family. And it says, ""by royal command, every eligible maiden is to attend.""",24
cinderella,"Oh, I will! I promise.",5
cinderella,"I'm sure I can! Oh, thank you, Stepmother.",8
cinderella,Isn't it lovely? It was my mother's.,7
cinderella,"Well, perhaps it is a little old-fashioned, but... oh, I'll fix that.",12
cinderella,Wait a moment.  There ought to be some good ideas in here.  Uh-huh. This one.,15
cinderella,"Yes, I'll have to shorten the sleeves, I'll need a sash, a ruffle, and something for a collar. And then I'll---",21
cinderella,"Oh, now what have they done?",6
cinderella,"Oh, well, guess my dress will just have to wait.",10
cinderella,"Hang on, we're coming!",4
cinderella,Yes?,1
cinderella,Very well.,2
cinderella,The carriage is here.,4
cinderella,I'm not going.,3
cinderella,Yes. Good night.,3
cinderella,"Oh, well. What's a royal ball? After all, I suppose it would be frightfully dull, and boring... and fully.... fully wonderful.",21
cinderella,Why... it's my...,3
cinderella,"Why, I never dreamed.... It's such a surprise! Oh! How can I ever..... Oh, thank you so much!",18
cinderella,"Please, wait for me! Isn't it lovely? Do you like it? Do you think it will do so?",18
cinderella,"Oh, dear!",2
cinderella,"Oh, stop, please!",3
cinderella,"Oh, dear. No, it isn't true.  It's just no use.  No use at all. I can't believe, not anymore.  There's nothing left to believe in. Nothing.",26
cinderella,"Oh, but I do so!",5
cinderella,"The ball? Oh, but we're not---",6
cinderella,Miracles?,1
cinderella,Magic wand?,2
cinderella,"Why then, you must be---",5
cinderella,But-- a pumpkin?,3
cinderella,"Oh, it's beautiful!",3
cinderella,"Oh, poor Lucifer.",3
cinderella,A-a-another one?,2
cinderella,But... uh--,2
cinderella,"Oh, I wasn't--- I mean... I do so, but... but don't you think my dress......",15
cinderella,"Oh, it's a beautiful dress! Did you ever see such a beautiful dress? And look, glass slippers. Why, it's like a dream, a wonderful dream come true.",27
cinderella,"Midnight? Oh, thank you.",4
cinderella,"Oh, I understand, but... it's more than I ever hoped for.",11
cinderella,"Mm-mm-mm, mm-mm-mm. Then this is love, mm-mm-mm-mm. Then this is love, then this is what makes love divine. I'm all aglow, mm-mm-mm-mm. And now I know.",26
cinderella,"My heart has wings, mm-mm-mm-mm. And I can fly.",9
cinderella,Mm-mm-mm.,1
cinderella,"Oh! Oh, my heavens!",4
cinderella,It's midnight.,2
cinderella,Farewell.,1
cinderella,"Oh, I must, please. Please, I must.",7
cinderella,"Well, I...I... Oh, the Prince. I haven't met the Prince.",10
cinderella,Farewell!,1
cinderella,Farewell.,1
cinderella,"I'm sorry. I... I guess I forgot about everything, even the time, but... but it was so wonderful. And he was so handsome, and if we danced.... Oh, I'm sure that even the Prince himself couldn't have been more... more...  Oh, well. It's over and----",45
cinderella,"Oh!  Thank you. Thank you so much, for everything.",9
cinderella,Yes? Here I am.,4
cinderella,I... I think they're yet in bed.,7
cinderella,The Prince!,2
cinderella,His bride.,2
cinderella,"Dressed... Oh, yes...  We must get dressed. It would never do for the Duke to see me looking like this.",20
cinderella,Then this is love.,4
cinderella,Then this is the miracle that I've been dreaming of!,10
cinderella,"What?  Oh! Oh, dear!  No, please! Oh, you can't! You just can't! Let me out! You must let me out!  You can't keep me in here!",26
cinderella,"Oh, please...",2
cinderella,"Oh, please let him catch a fish.",7
cinderella,You've had the key. How did you ever manage--,9
cinderella,"Lucifer! Let him go, Lucifer!  Please, let him go! Let him go.",12
cinderella,"Bruno...yes! Bruno! Run, get Bruno! Get Bruno!",7
cinderella,Your Grace? Your Grace! Please! Wait! May I try it on?,11
cinderella,"But maybe, if it would help----",6
cinderella,"But you see, I have the other slipper.",8
elsa,Don't let them in. Don't let them see. Be the good girl you always have to be.  Conceal. Don't feel.  Put on a show. Make one wrong move and everyone will know.  But it's only for today.,37
elsa,It's agony to wait.,4
elsa,Tell the guards to open up...the gate!,7
elsa,Don't let them in don't let them see...,8
elsa,Be the good girl you always have to be.,9
elsa,Conceal...,1
elsa,Conceal. Don't feel. Don't Let them know.,7
elsa,Hi.,1
elsa,You look beautiful.,3
elsa,"Thank you.  So, this is what a party looks like?",10
elsa,And what is that amazing smell?,6
elsa,"Uh...thank you, only I don't dance.",6
elsa,But my sister does.,4
elsa,Sorry.,1
elsa,"Well, he was sprightly.",4
elsa,Are you okay?,3
elsa,Me too...  But it can't.,5
elsa,It just can't.,3
elsa,Marriage?,1
elsa,"I'm sorry, I'm confused.",4
elsa,Here?,1
elsa,Anna...,1
elsa,"What? No. No, no, no, no.",6
elsa,Just wait. Slow down. No one's brothers are staying here. No one is getting married.,15
elsa,"May I talk to you, please? Alone.",7
elsa,Fine. You can't marry a man you just met.,9
elsa,"Anna, what do you know about true love?",8
elsa,"You asked for my blessing, but my answer is no. Now...excuse me.",12
elsa,"No, you may not. And I...I think you should go. The party is over.  Close the gates.",17
elsa,Give me my glove!,4
elsa,...Then leave.,2
elsa,"Enough, Anna.",2
elsa,"I said, ENOUGH!!!",3
elsa,"Please, just stay away from me. Stay away!",8
elsa,"The snow glows white on the mountain tonight, not a footprint to be seen. A kingdom of isolation, and it looks like I'm the Queen. The wind is howling like this swirling storm inside. Couldn't keep it in, heaven knows I tried. Don't let them in, don't let them see, Be the good girl you always have to be. Conceal, don't feel, don't let them know.  Well, now they know! Let it go. Let it go. Can't hold it back anymore!  Let it go. Let it go. Turn away and slam the door. I don't care what they're going to say. Let the storm rage on. The cold never bothered me anyway.  It's funny how some distance makes everything seem small. And the fears that once controlled me can't get to me at all. It's time to see what I can do, to test the limits and break through.  No right, no wrong, no rules for me. I'm free!  Let it go! Let it go! I am one with the wind and sky. Let it go! Let it go! You'll never see me cry! Here I stand and here I'll stay!  Let the storm rage on...  My power flurries through the air into the ground. My soul is spiraling in frozen fractals all around.  And one thought crystallizes like an icy blast. I'm never going back, the past is in the past!  Let it go! Let it go!  And I'll rise like the break of dawn. Let it go! Let it go! That perfect girl is gone.  Here I stand in the light of day! Let the storm rage on! The cold never bothered me anyway.",276
elsa,Anna?,1
elsa,Thank you. I never knew what I was capable of.,10
elsa,"No, no. It's okay. You don't have to apologize. But you should probably go, please.",15
elsa,You belong down in Arendelle.,5
elsa,"No, Anna. I belong here. Alone. Where I can be who I am without hurting anybody.",16
elsa,Wait. What is that?,4
elsa,Olaf?,1
elsa,And you're alive?,3
elsa,Yeah.,1
elsa,"No, we can't.  Goodbye, Anna.",5
elsa,"No, I'm just trying to protect you!",7
elsa,"Anna, please go back home. Your life awaits. Go enjoy the sun and open up the gates.",17
elsa,"I know! You mean well, but leave me be.  Yes, I'm alone, but I'm alone and free. Just stay away and you'll be safe from me.",26
elsa,What do you mean you're not?,6
elsa,What do I not know?,5
elsa,What?,1
elsa,Everywhere?,1
elsa,"No, I can't. I...I don't know how!",7
elsa,"Oh, I'm such a fool! I can't be free!",9
elsa,No escape from the storm inside of me!,8
elsa,I can't control the curse!,5
elsa,"Oh, Anna, please. You'll only make it WORSE!",8
elsa,There's so much fear!,4
elsa,You're not safe here!,4
elsa,No...!,1
elsa,I...I...,1
elsa,IIII CAN'T!!!!!,2
elsa,"Who's this? Wait, it doesn't matter. Just...you have to go.",10
elsa,How? What power do you have to stop this winter? To stop me?,13
elsa,"Yes, you are.",3
elsa,Get it together. Control it. Don't feel. Don't feel. Don't feel. Don't feel!,13
elsa,No! Please!,2
elsa,Stay away!,2
elsa,"Oh, no. What have I done?  Why did you bring me here?",12
elsa,But I'm a danger to Arendelle. Get Anna.,8
elsa,"Don't you see, I can't. You have to tell them to let me go.",14
elsa,Just take care of my sister.,6
elsa,No.,1
elsa,No!,1
elsa,"Anna!  Oh, Anna. No..no, please, no.",6
elsa,Anna?,1
elsa,You sacrificed yourself for me?,5
elsa,Love will thaw...  Love. Of course.,6
elsa,Love!,1
elsa,"Oh, Olaf. Hang on little guy.",6
elsa,Are you ready?,3
elsa,We are never closing them again.,6
elsa,"Come on, you can do it!",6
elsa,"That's it, Olaf.",3
merida,"Some say our destiny is tied to the land, as much a part of us as we are of it. Others say fate is woven together like a cloth, so that one’s destiny intertwines with many others. It’s the one thing we search for, or fight to change. Some never find it. But there are some who are led. The story of how my father lost his leg to the demon bear, Mor’du, became legend. I became a sister to three new brothers, the princes. Hamish, Hubert and Harris. Wee devils more like. They get away with murder! I can never get away with anything!  I’m the princess. I’m the example.  I’ve got duties, responsibilities, expectations. My whole life is planned out, until the day I become, well, my mother. She’s in charge of every single day of my life.",140
merida,"A Robyn, jolly Robyn, and thou shalt knowe of myn.",10
merida,And thou shalt knowe of myn…,6
merida,This is all for naught.,5
merida,"But every once in a while, there’s a day when I don’t have to be a princess. No lessons, no expectations. A day where anything can happen. A day when I can change my fate.   I’m starving. You’re hungry too, I guess.  Poof!",43
merida,"WHOOSH! One swipe, his sword shattered, then, CHOMP! Dad’s leg was clean off! Down that monster’s throat it went.",19
merida,"Mor’du has never been seen since. And he’s roaming the wild, awaiting his chance for revenge! ROOOAAR!!!",17
merida,Mama! It’s just my bow.,5
merida,"Mum, you’ll never guess what I did today.",8
merida,I climbed the Crone’s Tooth and drank from the Fire Falls.,11
merida,"Nothing, mum.",2
merida,Mum!,1
merida,"Who’s accepted what, Mother?",4
merida,Whaaat… Did I do… Now?,5
merida,What?,1
merida,DAD!,1
merida,I suppose a princess just does what she’s told!,9
merida,No! It’s what you’ve been preparing me for my whole life!  I won’t go through with it! You can’t make me!,21
merida,Mother! Suitors! Marriage!,3
merida,"Ah, Mum! Ancient kingdom?",4
merida,That’s a nice story.,4
merida,"Ach, mummy!",2
merida,It’s not fair!,3
merida,"Call off the gathering! Would that kill them? You’re the queen, you can just tell the lords, the princess is not ready for this. In fact, she might not be ever ready for this! So that’s that! Looking at you! So you expect your declarations of war in the morning.",50
merida,I don’t want my life to be over! I want my freedom!,12
merida,I’m not doing any of this to hurt you!,9
merida,But it’s my life! It's-… I’m just not ready!,9
merida,"I think I could make you understand, if you would just…",11
merida,"LISTEN!  I swear, Angus, this isn’t going to happen. Not if I can help it.",15
merida,I…I can’t breath!,3
merida,I can’t move! It’s too tight!,6
merida,Mama?,1
merida,First born?,2
merida,Archery! Archery!  I choose… Archery.,5
merida,I bet he wishes he was tossing cabers.,8
merida,"Oh, that’s attractive.",3
merida,Good arm!,2
merida,I am Merida! First born descendant of Clan DunBroch! And I’ll be shooting for my own hand!,17
merida,Curse this dress!,3
merida,YOU’RE the one that WANT me to…!,7
merida,I followed the RULES!,4
merida,I JUST don’t CARE how I…!,6
merida,JUST LISTEN!,2
merida,UGH! This is so unfair!,5
merida,"You’re NEVER there for me! This WHOLE marriage is what YOU want⁈ Do you EVER bother to ask what I want⁈ NO! You walk around telling me WHAT to do, what NOT to do! Trying to make me be like YOU⁈ Well, I’m NOT going to be like you!",49
merida,And YOU’RE a BEAST! That’s what you are!,8
merida,I'll NEVER be like you!,5
merida,I’d rather DIE THAN BE LIKE YOU!,7
merida,MUM!,1
merida,Angus!,1
merida,Uh… Who are you?,4
merida,Um… I don’t understand.,4
merida,Your broom!  It was sweeping by itself!,7
merida,Aah! The crow’s talking!,4
merida,You’re a witch!,3
merida,That’s why the wisp led me here!,7
merida,You’ll change my fate!,4
merida,"You see, it’s my mother.",5
merida,"No, the wisps led me here!",6
merida,I’ll buy it all!,4
merida,Every carving.,2
merida,With this.,2
merida,Every carving… and… one… spell.,5
merida,I want a spell to change my mummy. That will change my fate.,13
merida,Where are you going? What are you doing?,8
merida,And did he get what he was after?,8
merida,Uh… A cake?,3
merida,Yes! I want it! You’re sure if I give this to my mum? It will change my fate?,18
merida,Did you say something… About… The spell?,7
merida,Mum⁈ Oh…Uh…I…Um…,2
merida,You… You were?,3
merida,"Oh, Angus threw me. But I’m not hurt!",8
merida,Honestly?,1
merida,"It’s a peace offering. I made it, for you!",9
merida,How do you feel?,4
merida,Different?,1
merida,Have you changed your mind at all about the marriage and all that?,13
merida,Mother?,1
merida,Mum!,1
merida,Uh… How do you feel about the marriage…Now?,8
merida,"Just take all the time you need to get yourself right, mama. And maybe in a bit you might have something new to say on the marriage?",27
merida,"Cake⁈  Mum? So, I… I'll just tell them the wedding's off then.",12
merida,Mum?,1
merida,BEAR!,1
merida,"Mum? You're… You're a bear! Why a bear! Oh, that scatty witch gave me a gammy spell!!  It's not my fault⁈ I didn't ask her to change you into a bear. I just wanted her to change…. You.",38
merida,There's no point in having ago at me! The witch is to blame! Googly old hag!  Eyes all over the place. Unbelievable! I'll get her to fix this.,28
merida,"Mum, you can't go out there! Mum! What are you doing!  Dad! The Bear King! If he so much as he sees you, you’re dead?",25
merida,Mum!,1
merida,"Mom, wait! We have to...",5
merida,Now you’ve done it.,4
merida,would you just listen to me? We can't go this way! You'll be seen. Quick. This way!,17
merida,Mum?,1
merida,"A witch turned mum into a bear, It's NOT my fault. We've got to get out of the castle. I need your help!  Oh, alright! You can have my deserts for two... THREE weeks!  Okay, fine! A year.",38
merida,"Come on, mum.",3
merida,"Come on, Mum. Quick.",4
merida,"They'll be fine. Won't you, boys? Mum, we've got to hurry!  Now, I'll be back soon. Go on and help yourself to anything you want, as a reward.",28
merida,"Where are these wisps? Come out, wisps. Come on out! Lead me to the witch's cottage! I'm here. Fine, don't come out now that my mum's watching!",27
merida,"I was standing right here, and the wisp appeared right there! Then a whole trail of them led me off into the forest.",23
merida,"Does she think that I just happened upon a witch's cottage?  Oh, mum⁈ I know this place. The witch’s cottage- It's this way! Come on! Hurry!  I can’t believe it! I found it!  No! She was here. No, really. She was just here. Oh wait. No.  No! No! No! No!",50
merida,Fate be changed? Mend the bond? What does that mean?,10
merida,No! No⁈ Where did you go!,6
merida,Maybe there's a book of spells. Look around. We'll need more vials.,12
merida,We’ll sort it out tomorrow?,5
merida,"Uh…Good morning. So, what’s all this supposed to be?",9
merida,"Sorry, I don’t speak bear.  Oh!  Find those by the creek, did you? They’re Nightshade berries. They’re poisonous.",18
merida,Where did you get this water? It has worms!,9
merida,Come on.,2
merida,"Oh, wait? A princess should not have weapons, in your opinion.",11
merida,There you go. Go on.,5
merida,How do you know you don’t like it if you won’t try it?,13
merida,"Mum, come back!",3
merida,"Mum, is that you?",4
merida,"Mum? You changed! Like you were a…I mean, like you were a bear on the inside.",16
merida,A wisp.,2
merida,Mum! Stop it! Mum no!,5
merida,"Jings, crivens, help ma boab. Mum. I know you're scared, you're tired, you don't understand, but we've got to keep our heads. Just calm down. Listen.",26
merida,"Mum, look! Why did the wisps bring us here?  Whoever they were, they’ve been gone for a long, long tim-… I’m fine, mum! Just fine!",25
merida,It’s… a throne room. Do you suppose this could have been the kingdom in that story you were telling me? The one with the princes?,25
merida,"One, two, three, four. The oldest. Like…like the tapestry. The spell! It’s happened before!",14
merida,"The strength of ten men. Fate be changed. Changed with fate.  Oh, no! The prince became…  Mor’du!",17
merida,"Mum, we need to get back to the castle. If we don’t hurry, you’ll become like Mor’du! A bear! A real bear! Forever!! Mend the bond torn by pride. The witch gave us the answer. The tapestry!",37
merida,Mum do you have a better idea?,7
merida,That'll do.,2
merida,They're gonna murder each other. You've got to stop them before it's too late.,14
merida,I know I know! But how do we get you through there and up to the tapestry with the lot of them boiling over like that?,26
merida,"It's alright, dad. I.. um.. I have... Well, you see, I.. I have been in conference with the Queen.",19
merida,Aye. It is.,3
merida,"SHUT IT! Well, I...",4
merida,Once there was an ancient kingdom.,6
merida,That kingdom well into war. and chaos and ruin...,9
merida,"Aye, but it's true. I know how one selfish act can turn the fate of a kingdom.",17
merida,"And Lord Macintosh, you saved my dad when you charged in on heavy horse and held off the advance. And we all know how Lord Dingwall broke the enemy line.",30
merida,"The story of this kingdom is a powerful one. My dad railed your forces and you made him your king. It was an alliance forged in bravery and friendship and it lives to this day. I’ve been selfish. I tore a great rift in our kingdom. There’s no one to blame but me. And I know now that I need to amend my mistake and mend our bond. And so, there is the matter of my betrothal. I decided to do what’s right, and…  And…And break…Tradition.  My mother, the queen, feels…Uh, in her heart, that I…That we be free to…Write our own story. Follow our hearts, and find love in our time.",112
merida,The queen and I put the decision to you my lords. Might our young people decide for themselves who they will love?,22
merida,EVERYONE! To the cellar! Lets crack open the king’s private reserves to celebrate!,13
merida,The tapestry!,2
merida,The tapestry!,2
merida,"Mend the bonds. Mend the bonds! Stitched up! This will change you back, we just needle and thread.",18
merida,"Mama! Mum, not now! No! Please, not now! Mum!",9
merida,"Dad, no! It’s not what you think!",7
merida,"No!  No, dad! Don’t hurt her!",6
merida,NO!  Mama!  It’s alright. I’m alright. It’s nothing. It’s just a little scratch!  Mum!,14
merida,Dad!,1
merida,"It’s your wife, Elinor!",4
merida,It’s the truth! There was a witch and she gave me a spell! It’s not Mor’du!,16
merida,"No, dad! Just listen to me!  Listen, you can’t! It’s your wife, Elinor!!",13
merida,MUM!,1
merida,"Maudie? MAUDIE! I NEED YOU! NOWWWW! Oh, no!  MAUDIE!  Get the key.",12
merida,Needle and thread. Needle and thread. Needle and thread.,9
merida,"Needle and thread. Needle and thread. Ah, you beauty!",9
merida,"Steady, Hamish!",2
merida,Done!,1
merida,Get back! That’s my mother!,5
merida,"Mummy, are you hurt⁈",4
merida,I’ll not let you kill my mother!  Boys!,8
merida,Mor’du!,1
merida,MUM!,1
merida,The second sunrise!,3
merida,"Oh, no! I don’t understand. I…  Oh, mother, I’m sorry. This is all my fault. I did this to you, to us.  You’ve always been there for me. You’ve never given up on me. I just need you back. I want you back, mummy. I love you.",47
merida,Mum! You’re back!  You’ve changed!,5
merida,"Oh, mum!",2
merida,"Some say fate is beyond our command, but I know better. Our fate lives within us. You just have to be brave enough to see it.",26
rapunzel,"♪...save what was lost, bring back what once was mine, what once was mine.♪",14
rapunzel,Why can't I go outside?,5
rapunzel,"Yes, Mommy.",2
rapunzel,"HAH! Hmm, Well... I guess Pascal's not hiding out here.",10
rapunzel,"GOTCHA!!! That's twenty two for me. How about twenty three, out of forty five?  Okay, well, what do you want to do?  Yeah, I don't think so. I like it in here and so do you.  Oh, come on Pascal, it's not so bad in there.",46
rapunzel,"This is it. This is a very big day, Pascal.  I'm finally going to do it. I'm going to ask her.",21
rapunzel,"It's time. I know, I know. Come on, don't let her see you.",13
rapunzel,"Coming, mother.",2
rapunzel,"Hi, welcome home, mother.",4
rapunzel,"Oh, it's nothing.",3
rapunzel,"All right...so, mother. As you know, tomorrow is a very big day.",12
rapunzel,"Okay, so mother. As I was saying, tomorrow is..",9
rapunzel,"OH! Of course, mother.  Flower gleam and glow, Let your power shine, Make the clock reverse, bring back what once was mine. Heal what has been hurt, Change the fate's design. Save what has been lost, Bring back what once was mine.",42
rapunzel,"So, mother, earlier I was saying tomorrow’s a pretty big day, and you didn't really respond, So I'm just going to tell you. It's my birthday! TADA!",27
rapunzel,"That's the funny thing about birthdays. They're kind of an annual thing. Mother, I'm turning eighteen. And I wanted to ask, what I really want for this birthday. Actually, what I’ve wanted for...quite a few birthdays now...",37
rapunzel,I want to see the floating lights!,7
rapunzel,"Oh,... Well I was hoping you would take me to see the floating lights.",14
rapunzel,"That's the thing I've charted stars and they're always constant. But these, they appear every year on my birthday, Mother. Only on my birthday. And I can't help but feel that they're, They're meant for me. I need see them, Mother. And not just from my window. In person. I have to know what they are.",56
rapunzel,"I know, but...",3
rapunzel,But...,1
rapunzel,Yes?,1
rapunzel,"Yes, Mother.",2
rapunzel,I love you more.,4
rapunzel,I'll be here.,3
rapunzel,"Okay, okay, I got a person in the closet. I got a person in the closet. I got a person in my closet! Too weak to handle myself out there, huh Mother? Well, Tell that to my frying pan! )",40
rapunzel,"One moment, Mother.",3
rapunzel,"Uh, I do too.",4
rapunzel,I seriously doubt it!,4
rapunzel,"Well mother, there's something I want to tell you.",9
rapunzel,"Okay, I've been thinking a lot about what you said, earlier.",11
rapunzel,"Floating lights, and, yes I'm leading up to that.",9
rapunzel,"No Mother, I'm just saying, you think I'm not strong enough to handle myself out there.",16
rapunzel,But if you just...,4
rapunzel,"But trust me, I...",4
rapunzel,...know what I’m...,3
rapunzel,"Oh, come on.",3
rapunzel,"All I was gonna say, mother, is that... I know what I want for my birthday, now.",17
rapunzel,New paint. That paint made from the white shells you once brought me.,13
rapunzel,"I just thought it was a better idea than, stars.",10
rapunzel,"I know I'm safe, as long as I'm here.",9
rapunzel,I love you more.,4
rapunzel,Okay.,1
rapunzel,Struggling...struggling is pointless. I know why you're here. And I'm not afraid of you.,14
rapunzel,"Who are you, and how did you find me?",9
rapunzel,"Who are you, and how did you find me?",9
rapunzel,"Who else knows my location, Flynn Ryder?",7
rapunzel,Rapunzel.,1
rapunzel,"I've hidden it, somewhere you'll never find it.",8
rapunzel,"Now it's hidden where you'll never find it. So, what do you want, with my hair? To cut it?",19
rapunzel,Sell it?,2
rapunzel,"Wait, you don't want my hair?",6
rapunzel,"You're, telling the truth?",4
rapunzel,"Hmmm. I know. I need someone to take me. I think he's telling the truth, too. He doesn't have fangs! but what choice do I have?  okay, Flynn Ryder,I'm prepared to offer you a deal.",35
rapunzel,Look this way. Do you know what these are?,9
rapunzel,"Lanterns? I knew they weren't stars. Well, tomorrow evening they will light the night sky, with these lanterns. You will act as my guide, Take me to these lanterns, and return me home safely. Then, and only then, will I return your satchel to you. That is my deal.",49
rapunzel,"Something brought you here, Flynn Ryder. Call it what you will, fate, destiny.",13
rapunzel,So I have made the decision to trust you.,9
rapunzel,"But trust me, when I tell you this. You can tear this tower apart, brick by brick. but without my help, you will never find your precious satchel.",28
rapunzel,"I promise. And when I promise something, I never ever break that promise. EVER!",14
rapunzel,Really! Ooops.,2
rapunzel,"I can't believe I did this.  I can't believe I did this. I CAN'T BELIEVE I DID THIS! Mother will be so furious. That's okay though, what she doesn't know won't kill her, right? Oh my gosh, this will kill her. THIS IS SO FUN! I am a horrible dauughter, I'm going back. I am never going back! I am a despicable human being. WAHHOOOOO! Best day, ever!",68
rapunzel,Really?,1
rapunzel,You think?,2
rapunzel,Break her heart?,3
rapunzel,Crush her soul?,3
rapunzel,"She would be heart broken, you're right.",7
rapunzel,What?,1
rapunzel,"No, I am seeing those lanterns.",6
rapunzel,"I will use this. Is it, ruffians, thugs? Have they come for me?!",13
rapunzel,"Oh, sorry. Getting just a little bit, jumpy.",8
rapunzel,"Yeah, that's probably best.",4
rapunzel,Where?,1
rapunzel,"Well, I do like ducklings.",5
rapunzel,"Please, stop!",2
rapunzel,"Hey, leave him alone.",4
rapunzel,Give me back my guide!! Ruffians!!,6
rapunzel,"Put him down! Okay, I don't know where I am, and I need him to take me to see the lanterns, because I've been dreaming about them my entire life. Find your humanity! Haven't any of you ever had a dream?!",41
rapunzel,Thanks for everything.,3
rapunzel,"I know! I know... Sooo, Flynn. Where are you from?",10
rapunzel,Nope.,1
rapunzel,"Uh, uh.",2
rapunzel,Chameleon.,1
rapunzel,"Uhh, hey, well...  Uh, Flynn... Flynn! Who's that?",8
rapunzel,Who's that?,2
rapunzel,Who's that?,2
rapunzel,Here.,1
rapunzel,"Flynn!  Flynn, look out!",4
rapunzel,"This is all my fault. She was right, I never should have done this. I'm so... I'm so sorry, Flynn.",20
rapunzel,What?,1
rapunzel,I have magic hair that glows when I sing.,9
rapunzel,"I have... magic hair, that glows when I sing! Flower gleam and glow. Let your power shine.",17
rapunzel,We made it.,3
rapunzel,We're alive! We're alive!,4
rapunzel,Eugene...,1
rapunzel,Eugene!,1
rapunzel,It doesn't just glow.,4
rapunzel,Sorry. Just don't...don't freak out.,5
rapunzel,Please don't freak out.,4
rapunzel,"Uh. Forever, I guess. Mother said when I was a baby people tried to cut it. They wanted to take it for themselves. But, once it's cut. It turns brown, and looses it's power. A gift like that, it has to be protected. That's why Mother never let me...That's why I...I never left the...",54
rapunzel,No...yes. Ugh. It's complicated.,4
rapunzel,Was he a thief too?,5
rapunzel,"Ahh, you wouldn't want that.",5
rapunzel,"Hey. For the record, I like Eugene Fitzherbert much better than, Flynn Ryder.",13
rapunzel,Mother?,1
rapunzel,... How did you find me?,6
rapunzel,Mother...,1
rapunzel,You...You don't understand. I've been on the most incredible journey. I've seen and learned so much. I even met someone.,20
rapunzel,"Mother, wait. I think... I think he likes me.",9
rapunzel,"Oh, sorry, yes. Just um, lost in thought, I guess.",10
rapunzel,Release him.,2
rapunzel,"Whoa! Whoa, whoa-whoa-whoa. Easy boy, easy, calm down. Easy boy. Easy. That's it. Now sit. Sit. Good, now drop the boot. Drop it. Oh, you are such a good boy. Yes you are. You all tired, chasing the bad man all over the place?",44
rapunzel,"Nobody appreciates you, do they? Do they?",7
rapunzel,"Aw, he's nothing but a big sweetheart. Isn't that right? Maximus.",11
rapunzel,"Look, today is kinda the biggest day of my life. And I need, I need you not to get him arrested. Just for twenty four hours and then, you can chase each other to your hearts content. Okay? And it's also my birthday. Just so you know.",47
rapunzel,Thank you.,2
rapunzel,Where are we going?,4
rapunzel,I'm terrified.,2
rapunzel,I've been looking out the window for eighteen years. Dreaming about what it would feel like when those lights rise in the sky. What if it's not everything that I dreamed it would be?,34
rapunzel,And what if it is? What then?,7
rapunzel,Is everything okay?,3
rapunzel,Okay.,1
rapunzel,"It's all right, Pascal.",4
rapunzel,I was starting to think you ran off with the crown and left me.,14
rapunzel,What? No. He wouldn't.,4
rapunzel,Eugene? Eugene!,2
rapunzel,"No, please. NO! NO!",4
rapunzel,Mother?,1
rapunzel,How did you?,3
rapunzel,"You were right, mother. You were right about everything.",9
rapunzel,I'm the lost princess.,4
rapunzel,I am the lost princess! Aren't I?,7
rapunzel,"Did I mumble, Mother?  Or should I even call you that?",11
rapunzel,It was you! It was all you!,7
rapunzel,I spent my entire life!-- Hiding from people who would use me for my power.,15
rapunzel,I should have been hiding...from YOU!,6
rapunzel,What did you do to him?,6
rapunzel,No!,1
rapunzel,NO! You were wrong about the world! And you were wrong about me! And I will never let you use my hair AGAIN!,23
rapunzel,"NO! I won't stop. For every minute of the rest of my life I will fight. I will never stop trying to get away from you. But, if you let me save him... I will go with you.",38
rapunzel,"I'll never run, I'll never try to escape. Just let me heal him. And you and I will be together. Forever, just like you want. Everything will be the way it was. I promise. Just like you want. Just let me heal him.",43
rapunzel,"Eugene! Oh, I'm so sorry. Everything is going to okay, though.",11
rapunzel,"I promise, you have to trust me.",7
rapunzel,But I can't let you die.,6
rapunzel,Shhh.,1
rapunzel,Hey. It's gonna be all right.,6
rapunzel,"Eugene, what...",2
rapunzel,"No, no, no, no, Eugene....",5
rapunzel,"Oh, look at me, look at me, I'm right here.",10
rapunzel,"Don't go, stay with me, Eugene....",6
rapunzel,what...?,1
